carbon,hardness,formability,strength,thick,width,len,bore,product-type_c,steel_a,steel_r,condition_a,condition_s,surface-quality_e,surface-quality_f,surface-quality_g,shape_coil,shape_sheet,class
0.0,0.0,2.0,0.0,1.601,1320.0,4880.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,2.0,0.0,3.201,609.9,0.0,0,1,1,0,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,0.9,966.0,0.0,0,1,0,1,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,3.2,610.0,4880.0,0,1,1,0,0,1,0,0,1,0,1,0
0.0,0.0,3.0,0.0,0.699,609.9,0.0,0,1,1,0,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,1.6,610.0,4170.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,5.0,0.0,1.2,1250.0,762.0,0,1,1,0,0,1,1,0,0,0,1,0
0.0,0.0,2.0,0.0,0.7,610.0,762.0,0,1,1,0,0,1,0,1,0,0,1,0
0.0,0.0,3.0,0.0,0.8,609.9,0.0,0,1,0,1,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,4.0,385.1,0.0,0,1,1,0,0,1,0,0,1,1,0,0
0.0,0.0,2.0,0.0,1.6,1320.0,4880.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,2.0,0.0,0.699,1320.0,301.0,0,1,1,0,0,1,0,1,0,0,1,0
0.0,0.0,2.0,0.0,3.2,60.0,0.0,0,1,1,0,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,0.301,1220.0,4170.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,2.0,0.0,0.4,375.0,612.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,3.0,0.0,1.001,610.0,0.0,0,1,1,0,0,1,0,0,1,1,0,0
0.0,0.0,3.0,0.0,1.0,610.0,4880.0,0,1,1,0,0,1,0,1,0,0,1,0
0.0,0.0,2.0,0.0,0.4,1320.0,4880.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,3.0,0.0,0.601,610.0,762.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,3.0,0.0,2.0,1250.0,0.0,0,1,1,0,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,0.699,1320.0,0.0,0,1,1,0,0,1,0,0,1,1,0,0
0.0,0.0,3.0,0.0,0.601,609.0,4880.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,2.0,0.0,0.7,1525.0,762.0,0,1,1,0,0,1,1,0,0,0,1,0
0.0,0.0,2.0,0.0,0.7,599.9,0.0,0,1,1,0,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,1.2,375.0,612.0,0,1,0,1,0,1,1,0,0,0,1,0
0.0,0.0,2.0,0.0,3.2,1320.0,762.0,0,1,1,0,0,1,1,0,0,0,1,0
0.0,0.0,5.0,0.0,1.0,609.9,0.0,0,1,1,0,0,1,1,0,0,1,0,0
0.0,0.0,2.0,0.0,0.3,1320.0,0.0,0,1,1,0,0,1,0,0,1,1,0,0
0.0,0.0,2.0,0.0,1.599,1300.0,4880.0,0,1,1,0,0,1,0,0,1,0,1,0
