attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,class
99,400000.0,0.0,178515.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,9,9,0,39,61,93,140515.0,0.0,123515.0,0,0.0,0.0,0.0,501.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
99,187500.0,0.0,36500.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,1,1,9,3,0,35,29,22,18500.0,18500.0,0.0,0,0.0,0.0,0.0,247.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
99,999999.0,512.0,42000.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,2,32,16,15,12000.0,12000.0,0.0,0,0.0,0.0,0.0,433.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
99,999999.0,875.0,67020.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,16,11,0,35,22,61,34020.0,34000.0,0.0,0,0.0,0.0,0.0,453.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
99,999999.0,537.0,46000.0,1,1,1,1,0,0,0,0,0,0,0,0,6,0,0,1,99,99,0,23,22,10,12000.0,12000.0,0.0,0,0.0,0.0,0.0,258.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,400000.0,0.0,39600.0,1,1,0,0,0,0,0,0,0,0,2,1,4,0,0,1,99,99,0,40,23,16,24000.0,24000.0,0.0,0,0.0,0.0,0.0,315.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,1000.0,98000.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,26,20,52,13000.0,0.0,13000.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,112500.0,0.0,27000.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,13,11,0,46,25,15,22000.0,22000.0,0.0,0,0.0,0.0,0.0,215.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
99,999999.0,875.0,59800.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,27,41,68,31500.0,31000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
99,400000.0,0.0,118086.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,16,16,0,45,37,78,47661.0,47661.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,537.0,26000.0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,1,20,22,45,4000.0,4000.0,0.0,0,0.0,0.0,0.0,260.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
99,137500.0,0.0,52040.0,1,1,1,1,2,0,1,1,3,1,0,0,6,0,0,1,99,99,3,22,19,46,12000.0,12000.0,0.0,0,0.0,0.0,0.0,293.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
99,350000.0,0.0,57200.0,2,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,30,29,48,28000.0,28000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,512.0,28000.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,23,20,8,28000.0,26000.0,0.0,0,0.0,0.0,0.0,434.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,162500.0,0.0,68000.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,19,19,0,59,19,46,13000.0,13000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,275000.0,0.0,44220.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,34,25,44,34000.0,34000.0,0.0,0,0.0,0.0,0.0,443.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,225000.0,0.0,132940.0,1,1,2,1,6,0,1,0,0,0,2,1,6,3,0,1,18,10,0,41,20,9,99000.0,36000.0,24000.0,0,0.0,0.0,0.0,501.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
99,350000.0,0.0,62900.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,56,31,40,37900.0,0.0,36000.0,0,0.0,0.0,0.0,501.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
99,999999.0,512.0,25331.0,1,0,3,0,1,0,1,0,0,0,0,0,11,0,0,1,99,99,3,24,23,18,8600.0,8600.0,0.0,0,0.0,0.0,0.0,98.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
99,999999.0,1000.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,66,37,78,130000.0,130000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
99,999999.0,537.0,26650.0,1,1,1,1,0,0,0,0,0,0,1,2,4,2,0,1,10,8,0,35,29,27,25100.0,25000.0,0.0,0,0.0,0.0,0.0,212.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
99,350000.0,0.0,34200.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,9,5,0,33,22,61,9600.0,9000.0,0.0,0,0.0,0.0,0.0,272.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
99,275000.0,0.0,34550.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,39,42,86,34550.0,24000.0,10300.0,0,0.0,0.0,0.0,501.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
99,400000.0,0.0,117000.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,16,8,0,41,41,68,90000.0,90000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
99,350000.0,0.0,181115.0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,99,99,0,32,63,96,123815.0,0.0,123515.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
99,999999.0,875.0,44118.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,14,14,0,50,11,18,26144.0,26024.0,0.0,0,0.0,0.0,0.0,442.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
99,225000.0,0.0,23685.0,2,2,1,1,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,60,23,18,15000.0,15000.0,0.0,0,0.0,0.0,0.0,285.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,537.0,33903.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,1,1,5,2,0,32,30,44,18900.0,18900.0,0.0,0,0.0,0.0,0.0,270.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,400000.0,0.0,24100.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,18,18,0,39,21,66,23100.0,23000.0,0.0,0,0.0,0.0,0.0,290.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
99,999999.0,875.0,52000.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,27,22,18,26000.0,26000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
99,400000.0,0.0,11210.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,25,25,0,52,31,65,11000.0,0.0,3000.0,0,0.0,0.0,0.0,116.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
99,999999.0,312.0,35000.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,15,15,0,34,22,10,35000.0,35000.0,0.0,0,0.0,0.0,0.0,410.0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,112500.0,0.0,100400.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,55,35,62,25400.0,20000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,1000.0,125600.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,22,22,0,43,41,68,61000.0,61000.0,0.0,0,0.0,0.0,0.0,501.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
99,999999.0,875.0,72000.0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,32,19,46,62000.0,0.0,62000.0,0,0.0,0.0,0.0,501.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
99,275000.0,0.0,93000.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,53,21,66,93000.0,93000.0,0.0,0,0.0,0.0,0.0,501.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
99,999999.0,875.0,13500.0,1,1,1,1,0,0,0,0,0,0,2,1,7,4,2,1,10,2,1,30,16,15,13500.0,13500.0,0.0,0,0.0,0.0,0.0,70.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
99,999999.0,412.0,45000.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,15,9,0,37,27,64,15000.0,15000.0,0.0,0,0.0,0.0,0.0,358.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
99,999999.0,725.0,27000.0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,22,29,48,5000.0,5000.0,0.0,0,0.0,0.0,0.0,208.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99,162500.0,0.0,30000.0,1,1,0,0,0,0,0,0,0,0,2,1,4,0,0,1,99,99,0,41,24,44,17000.0,17000.0,0.0,0,0.0,0.0,0.0,239.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,875.0,63492.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,27,42,84,32240.0,32240.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
99,400000.0,0.0,84500.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,23,23,0,45,41,68,32000.0,30000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,112500.0,0.0,19500.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,43,41,68,15000.0,15000.0,0.0,0,0.0,0.0,0.0,235.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
99,999999.0,625.0,27000.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,30,18,44,15000.0,15000.0,0.0,0,0.0,0.0,0.0,325.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
99,225000.0,0.0,71700.0,1,1,1,1,0,0,0,0,0,0,1,1,7,4,0,1,18,9,0,39,26,72,26000.0,26000.0,0.0,0,0.0,0.0,0.0,362.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
99,275000.0,0.0,40060.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,32,24,47,29000.0,29000.0,0.0,0,0.0,0.0,0.0,450.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,512.0,37200.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,47,25,15,37200.0,37200.0,0.0,0,0.0,0.0,0.0,501.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
99,999999.0,875.0,43500.0,1,1,1,1,0,0,0,0,0,0,2,1,6,4,0,1,29,21,0,60,41,68,10000.0,0.0,10000.0,0,0.0,0.0,0.0,245.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
99,999999.0,675.0,59672.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,25,25,0,44,22,61,21000.0,21000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,137500.0,0.0,65500.0,1,1,1,1,2,7,1,1,0,1,0,0,6,0,0,1,99,99,3,25,29,27,12000.0,12000.0,0.0,0,0.0,0.0,0.0,368.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
99,999999.0,875.0,26000.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,25,30,44,26000.0,26000.0,0.0,0,0.0,0.0,0.0,403.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
99,999999.0,875.0,18683.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,32,22,61,8683.0,8683.0,0.0,0,0.0,0.0,0.0,193.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
99,999999.0,387.0,9600.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,25,26,22,9600.0,9600.0,0.0,0,0.0,0.0,0.0,149.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,437.0,44000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,33,41,68,44000.0,44000.0,0.0,0,0.0,0.0,0.0,501.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
99,275000.0,0.0,60000.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,46,23,18,32000.0,32000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
99,999999.0,362.0,61100.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,33,31,40,26000.0,25000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,575.0,42000.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,21,21,0,46,24,44,17000.0,17000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
99,999999.0,575.0,18000.0,3,0,1,1,0,0,0,0,0,0,0,0,6,3,1,1,12,3,0,27,38,68,18000.0,18000.0,0.0,0,0.0,0.0,0.0,109.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
99,72500.0,0.0,70000.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,54,33,44,35000.0,35000.0,0.0,0,0.0,0.0,0.0,501.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,275000.0,0.0,95000.0,1,1,0,0,0,0,0,0,0,0,1,1,4,0,0,1,99,99,0,48,35,62,50000.0,50000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,437.0,24380.0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,3,26,18,44,1200.0,1200.0,0.0,0,0.0,0.0,0.0,158.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,999999.0,437.0,34000.0,1,1,1,1,2,0,1,1,0,1,0,0,9,0,0,1,99,99,5,16,16,15,2000.0,1800.0,0.0,0,200.0,0.0,0.0,136.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99,999999.0,575.0,27132.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,46,27,50,4091.0,0.0,2734.0,0,0.0,0.0,0.0,327.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,512.0,60000.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,14,8,0,48,25,15,60000.0,60000.0,0.0,0,0.0,0.0,0.0,405.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
99,225000.0,0.0,44800.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,36,26,72,44800.0,44000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
99,999999.0,487.0,23157.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,28,31,65,23157.0,23103.0,0.0,0,0.0,0.0,0.0,359.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
99,225000.0,0.0,84000.0,1,1,1,1,0,0,0,0,0,0,1,2,3,1,0,1,5,5,0,38,35,62,84000.0,84000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,187500.0,0.0,103000.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,60,24,44,30000.0,30000.0,0.0,0,0.0,0.0,0.0,465.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
