attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,class
98,112500.0,0.0,47715.0,1,1,2,1,0,0,0,0,0,0,1,1,5,1,0,1,24,24,0,42,18,44,4345.0,4345.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
98,999999.0,450.0,31885.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,8,4,0,27,34,67,12005.0,12005.0,0.0,0.0,0.0,0.0,0.0,431.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,112500.0,0.0,33625.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,58,22,61,10615.0,10615.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,95000.0,0.0,51420.0,1,1,1,1,0,0,0,0,0,0,1,1,5,2,0,1,15,13,1,34,24,44,18210.0,18005.0,0.0,0.0,0.0,0.0,205.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,112500.0,0.0,38010.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,38,26,72,18005.0,18005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,262.0,9375.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,58,22,61,9375.0,9375.0,0.0,0.0,0.0,0.0,0.0,247.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,287.0,13005.0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,14,10,0,35,24,47,13005.0,13005.0,0.0,0.0,0.0,0.0,0.0,221.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
98,999999.0,325.0,23510.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,31,26,72,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,481.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,500.0,22800.0,2,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,22,22,61,6110.0,5605.0,0.0,0.0,0.0,0.0,505.0,467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
98,200000.0,0.0,11505.0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,17,14,0,38,41,68,11505.0,0.0,11505.0,0.0,0.0,0.0,0.0,196.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
98,999999.0,0.0,3005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,50,24,44,3005.0,3005.0,0.0,0.0,0.0,0.0,0.0,79.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,28750.0,0.0,19815.0,1,0,2,0,1,0,1,0,0,0,0,0,3,1,0,1,23,23,0,53,23,18,15005.0,15005.0,0.0,0.0,0.0,0.0,0.0,347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,67500.0,0.0,42720.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,56,28,45,15210.0,14005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
98,999999.0,0.0,6760.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,24,24,0,59,6,7,3755.0,2405.0,0.0,0.0,0.0,0.0,945.0,138.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
98,999999.0,0.0,31635.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,0,31,26,52,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
98,999999.0,325.0,13440.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,26,19,46,13440.0,13375.0,0.0,0.0,0.0,0.0,0.0,354.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
98,999999.0,165.0,13060.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,55,17,13,8510.0,8005.0,0.0,0.0,0.0,0.0,0.0,224.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
98,999999.0,0.0,11085.0,1,1,2,1,0,0,0,0,0,0,1,1,5,2,0,1,26,22,0,48,11,11,2305.0,2305.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
98,999999.0,0.0,1520.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,44,24,47,1520.0,0.0,55.0,0.0,0.0,0.0,0.0,40.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,999999.0,0.0,6560.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,19,19,0,40,23,18,4555.0,4555.0,0.0,0.0,0.0,0.0,0.0,134.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,212.0,1755.0,1,2,0,0,0,0,0,0,0,0,1,1,4,0,0,1,99,99,0,18,24,47,1755.0,1755.0,0.0,0.0,0.0,0.0,0.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
98,95000.0,0.0,36125.0,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,19,11,16,7510.0,3005.0,0.0,0.0,4505.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
98,999999.0,237.0,24265.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,78,41,68,24265.0,8855.0,0.0,0.0,6505.0,0.0,0.0,501.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,325.0,18715.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,24,22,61,5710.0,5105.0,0.0,0.0,0.0,0.0,605.0,383.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,262.0,3225.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,33,30,67,755.0,0.0,755.0,0.0,0.0,0.0,0.0,66.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
98,999999.0,375.0,23620.0,1,0,1,0,1,0,1,0,0,0,0,0,7,0,0,1,99,99,4,22,25,44,4805.0,4805.0,0.0,0.0,0.0,0.0,0.0,200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
98,999999.0,0.0,5655.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,59,79,92,5655.0,415.0,4305.0,0.0,0.0,0.0,0.0,149.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
98,112500.0,0.0,49940.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,10,10,0,41,19,46,20650.0,19915.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,375.0,21945.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,20,9,0,42,27,67,5685.0,5685.0,0.0,0.0,0.0,0.0,0.0,246.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
98,999999.0,287.0,14390.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,43,27,64,14390.0,14305.0,0.0,0.0,0.0,0.0,0.0,379.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,287.0,20010.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,35,22,61,20010.0,8005.0,0.0,0.0,0.0,0.0,0.0,501.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
98,200000.0,0.0,60510.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,29,24,44,28005.0,28005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
98,137500.0,0.0,53175.0,1,1,2,1,0,0,0,0,0,0,1,1,8,5,0,1,20,12,0,38,37,78,6005.0,6005.0,0.0,0.0,0.0,0.0,0.0,406.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,175000.0,0.0,8715.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,62,24,44,8715.0,1105.0,0.0,0.0,4405.0,0.0,0.0,230.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
98,999999.0,375.0,13005.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,29,26,72,8005.0,8005.0,0.0,0.0,0.0,0.0,0.0,211.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
98,999999.0,287.0,2305.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,20,17,13,1795.0,1795.0,0.0,0.0,0.0,0.0,0.0,47.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
98,999999.0,262.0,14005.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,17,17,0,58,22,61,14005.0,14005.0,0.0,0.0,0.0,0.0,0.0,279.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,112500.0,0.0,67015.0,1,1,2,1,0,0,0,0,0,0,0,0,6,1,0,1,27,27,0,57,11,11,9005.0,9005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
98,999999.0,212.0,10160.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,62,22,51,10160.0,10005.0,0.0,0.0,0.0,0.0,0.0,268.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,262.0,6245.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,19,18,44,6245.0,6245.0,0.0,0.0,0.0,0.0,0.0,165.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,375.0,23630.0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,99,99,0,33,35,68,23630.0,23405.0,0.0,0.0,0.0,0.0,0.0,484.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
98,999999.0,185.0,12805.0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,14,12,0,30,17,13,12805.0,12805.0,0.0,0.0,0.0,0.0,0.0,218.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,450.0,42065.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,26,26,72,15060.0,15025.0,0.0,0.0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,85000.0,0.0,70865.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,0,36,18,44,17165.0,17165.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,185.0,5005.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,6,6,0,25,6,7,5005.0,5005.0,0.0,0.0,0.0,0.0,0.0,100.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,262.0,19505.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,32,41,68,19505.0,19505.0,0.0,0.0,0.0,0.0,0.0,501.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
98,95000.0,0.0,58885.0,1,2,1,1,2,0,1,1,0,1,4,2,4,0,0,1,99,99,0,29,41,68,13110.0,13075.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,0.0,17170.0,1,1,1,1,0,0,0,0,0,0,1,1,8,6,1,1,15,0,0,37,22,18,6765.0,6765.0,0.0,0.0,0.0,0.0,0.0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,95000.0,0.0,52820.0,1,1,2,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,2,21,24,44,8845.0,8845.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,0.0,30005.0,2,0,1,0,0,0,0,0,0,0,0,0,4,3,0,2,15,9,0,34,23,18,25040.0,25015.0,0.0,0.0,0.0,0.0,0.0,337.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
98,999999.0,375.0,14010.0,1,1,1,1,0,0,0,0,0,0,1,1,6,4,0,1,16,8,0,39,13,10,3005.0,3005.0,0.0,0.0,0.0,0.0,0.0,144.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
98,999999.0,325.0,30010.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,27,22,61,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,95000.0,0.0,7635.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,64,24,44,7635.0,3005.0,0.0,0.0,3225.0,0.0,0.0,201.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
98,999999.0,262.0,8560.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,22,18,44,8560.0,8355.0,0.0,0.0,205.0,0.0,0.0,226.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,77500.0,0.0,32010.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,14,14,0,33,27,39,16005.0,16005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
98,112500.0,0.0,45215.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,19,12,0,36,14,26,5005.0,5005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
98,999999.0,0.0,30420.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,19,21,45,2005.0,2005.0,0.0,0.0,0.0,0.0,0.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
98,62500.0,0.0,33280.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,19,9,0,31,11,16,1110.0,845.0,0.0,0.0,0.0,0.0,265.0,373.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
98,77500.0,0.0,21955.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,13,13,0,58,30,65,1735.0,1735.0,0.0,0.0,0.0,0.0,0.0,374.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
98,18750.0,0.0,22580.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,18,22,61,575.0,575.0,0.0,0.0,0.0,0.0,0.0,462.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
98,77500.0,0.0,40585.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,22,21,0,52,24,44,4355.0,4355.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
98,999999.0,450.0,20315.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,56,39,82,16005.0,16005.0,0.0,0.0,0.0,0.0,0.0,422.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
98,999999.0,135.0,390.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,63,16,15,390.0,195.0,0.0,0.0,0.0,0.0,195.0,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
